"","ID","Group_type","Datetime","sampperiod","age","group"
"5216","170","B",2017-12-02 10:44:00,4,52,3264
"5217","251","B",2017-12-02 10:44:00,4,22,3264
"5218","386","B",2017-12-02 10:44:00,4,28,3264
"5219","704","B",2017-12-02 10:44:00,4,32,3264
"5220","543","B",2017-12-02 13:44:00,4,42,3265
"5223","123","B",2017-12-05 11:50:00,4,33,3267
"5224","170","B",2017-12-05 13:40:00,4,52,3268
"5225","251","B",2017-12-05 13:40:00,4,22,3268
"5226","543","B",2017-12-07 09:23:00,4,42,3269
"5227","251","B",2017-12-07 09:23:00,4,22,3269
"5228","170","B",2017-12-07 09:23:00,4,52,3269
"5229","103","B",2017-12-07 09:23:00,4,22,3269
"5230","349","B",2017-12-07 12:40:00,4,52,3270
"5231","514","B",2017-12-07 12:40:00,4,32,3270
"5232","891","B",2017-12-07 12:40:00,4,22,3270
"5233","28","B",2017-12-08 13:50:00,4,57,3271
"5234","403","B",2017-12-08 13:50:00,4,22,3271
"5235","801","B",2017-12-08 13:50:00,4,32,3271
"5236","823","B",2017-12-12 09:44:00,4,22,3272
"5237","349","B",2017-12-12 09:44:00,4,52,3272
"5238","62","B",2017-12-12 09:44:00,4,32,3272
"5239","704","B",2017-12-12 12:34:00,4,32,3273
"5240","543","B",2017-12-12 12:34:00,4,42,3273
"5243","619","B",2017-12-12 14:44:00,4,22,3275
"5244","543","B",2017-12-15 07:41:00,4,42,3276
"5245","685","B",2017-12-15 09:45:00,4,42,3277
"5246","390","B",2017-12-15 09:45:00,4,22,3277
"5247","170","B",2017-12-16 07:42:00,4,52,3278
"5248","103","B",2017-12-16 07:42:00,4,22,3278
"5249","383","B",2017-12-16 07:42:00,4,22,3278
"5250","188","B",2017-12-16 07:42:00,4,22,3278
"5251","685","B",2017-12-16 10:21:00,4,42,3279
"5254","251","B",2017-12-16 13:05:00,4,22,3281
"5255","168","B",2017-12-16 13:05:00,4,22,3281
"5256","844","B",2017-12-16 13:05:00,4,32,3281
"5257","543","B",2017-12-16 13:05:00,4,42,3281
"5258","168","B",2017-12-19 08:08:00,4,22,3282
"5259","852","B",2017-12-19 08:08:00,4,22,3282
"5260","251","B",2017-12-19 08:08:00,4,22,3282
"5261","103","B",2017-12-19 08:08:00,4,22,3282
"5262","170","B",2017-12-19 08:08:00,4,52,3282
"5263","539","B",2017-12-19 12:31:00,4,28,3283
"5264","685","B",2018-01-04 09:28:00,4,42,3284
"5265","543","LB",2018-01-04 10:27:00,4,42,3285
"5266","617","B",2018-01-04 12:26:00,4,22,3286
"5267","251","B",2018-01-04 12:26:00,4,22,3286
"5268","170","B",2018-01-04 12:26:00,4,52,3286
"5270","543","B",2018-01-06 10:26:00,4,42,3288
"5271","422","B",2018-01-06 13:02:00,4,52,3289
"5272","422","LB",2018-01-09 08:01:00,4,52,3290
"5273","422","LB",2018-01-10 11:45:00,4,52,3291
"5275","422","LB",2018-01-12 09:49:00,4,52,3293
"5276","723","LB",2018-01-12 14:13:00,4,22,3294
"5277","543","B",2018-01-16 09:04:00,4,42,3295
"5278","168","B",2018-01-16 09:04:00,4,22,3295
"5279","170","LB",2018-01-16 10:13:00,4,52,3296
"5280","685","LB",2018-01-16 12:37:00,4,42,3297
"5281","382","B",2018-01-16 15:21:00,4,44,3298
"5282","422","LB",2018-01-18 15:27:00,4,52,3299
"5283","707","LB",2018-01-25 07:38:00,4,27,3300
"5284","95","LB",2018-01-25 11:53:00,4,22,3301
"5285","139","LB",2018-01-25 13:12:00,4,27,3302
"5286","95","B",2018-01-25 14:10:00,4,22,3303
"5287","210","B",2018-01-26 08:10:00,4,22,3304
"5288","170","B",2018-01-26 08:10:00,4,52,3304
"5290","619","LB",2018-01-26 16:00:00,4,22,3306
"5292","95","B",2018-01-30 08:00:00,4,22,3308
"5293","685","LB",2018-01-30 13:20:00,4,42,3309
"5294","685","B",2018-02-13 10:33:00,4,42,3310
"5297","170","LB",2018-02-17 09:10:00,4,52,3313
"5298","685","B",2018-02-17 09:52:00,4,42,3314
"5299","349","B",2018-02-17 09:52:00,4,52,3314
"5300","739","B",2018-02-17 10:44:00,4,32,3315
